herramienta,endpoint,concurrency,vcpu,memory,volumen,latency,capacidad_procesamiento
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0793604736328125,2.1428703272160106
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.22803537178039546,4.183847950548516
grpc,heavy,1.0,0.5,0.25,95.3712558746338,118.417662858963,0.8053803256379264
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2499435024261475,3.8171239244672135
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0580001602172851,0.0004603932258003
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2499435024261475,3.8171239244672135
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0580001602172851,0.0004603932258003
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2499435024261475,3.8171239244672135
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.068138290405273,1.363996973436209e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0580001602172851,0.0004603932258003
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.21708130645751955,4.39496766647052
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0793604736328125,2.1428703272160106
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2499435024261475,3.8171239244672135
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0793604736328125,2.1428703272160106
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.22803537178039546,4.183847950548516
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.22803537178039546,4.183847950548516
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.068138290405273,1.363996973436209e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.1842191104888916,5.178970413786177
grpc,heavy,1.0,0.5,0.25,95.3712558746338,92.0748488903046,1.0358013835923474
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0580001602172851,0.0004603932258003
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.21708130645751955,4.39496766647052
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.1200407104492187,1.416679420382998
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.23898943710327145,3.992081551552877
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2718516330718994,3.509507418054189
grpc,heavy,1.0,0.5,0.25,95.3712558746338,92.0748488903046,1.0358013835923474
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.068138290405273,1.363996973436209e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.3047138290405274,3.131020754391441
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2718516330718994,3.509507418054189
grpc,heavy,1.0,0.5,0.25,95.3712558746338,92.0748488903046,1.0358013835923474
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.26089756774902345,3.6568578661253066
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0793604736328125,2.1428703272160106
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.23898943710327145,3.992081551552877
grpc,heavy,1.0,0.5,0.25,95.3712558746338,92.0748488903046,1.0358013835923474
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.1098706512451171,1.547812834222371
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0580001602172851,0.0004603932258003
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.3047138290405274,3.131020754391441
grpc,heavy,1.0,0.5,0.25,95.3712558746338,118.417662858963,0.8053803256379264
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2937597637176514,3.2477740000941075
grpc,heavy,1.0,0.5,0.25,95.3712558746338,111.83195936679842,0.8528085925940452
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.04813801574707,1.3667119355574428e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.26089756774902345,3.6568578661253066
grpc,heavy,1.0,0.5,0.25,95.3712558746338,111.83195936679842,0.8528085925940452
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0793604736328125,2.1428703272160106
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.26089756774902345,3.6568578661253066
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.068138290405273,1.363996973436209e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0380001068115234,0.000702705415851
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2828056983947754,3.3735717784023342
grpc,heavy,1.0,0.5,0.25,95.3712558746338,85.48914539813998,1.1155949147750965
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2499435024261475,3.8171239244672135
grpc,heavy,1.0,0.5,0.25,95.3712558746338,92.0748488903046,1.0358013835923474
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.1098706512451171,1.547812834222371
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2718516330718994,3.509507418054189
grpc,heavy,1.0,0.5,0.25,95.3712558746338,138.17477333545688,0.6902219093429892
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0793604736328125,2.1428703272160106
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0380001068115234,0.000702705415851
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2828056983947754,3.3735717784023342
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.3156678943634033,3.022370471979761
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.3156678943634033,3.022370471979761
grpc,heavy,1.0,0.5,0.25,95.3712558746338,111.83195936679842,0.8528085925940452
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2937597637176514,3.2477740000941075
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0580001602172851,0.0004603932258003
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.23898943710327145,3.992081551552877
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2499435024261475,3.8171239244672135
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.04813801574707,1.3667119355574428e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0793604736328125,2.1428703272160106
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2828056983947754,3.3735717784023342
grpc,heavy,1.0,0.5,0.25,95.3712558746338,111.83195936679842,0.8528085925940452
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.04813801574707,1.3667119355574428e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.1200407104492187,1.416679420382998
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.23898943710327145,3.992081551552877
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.04813801574707,1.3667119355574428e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0793604736328125,2.1428703272160106
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0580001602172851,0.0004603932258003
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.26089756774902345,3.6568578661253066
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2718516330718994,3.509507418054189
grpc,heavy,1.0,0.5,0.25,95.3712558746338,118.417662858963,0.8053803256379264
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0580001602172851,0.0004603932258003
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2499435024261475,3.8171239244672135
grpc,heavy,1.0,0.5,0.25,95.3712558746338,92.0748488903046,1.0358013835923474
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.3047138290405274,3.131020754391441
grpc,heavy,1.0,0.5,0.25,95.3712558746338,92.0748488903046,1.0358013835923474
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.068138290405273,1.363996973436209e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0580001602172851,0.0004603932258003
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.21708130645751955,4.39496766647052
grpc,heavy,1.0,0.5,0.25,95.3712558746338,92.0748488903046,1.0358013835923474
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.068138290405273,1.363996973436209e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.2828056983947754,3.3735717784023342
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0580001602172851,0.0004603932258003
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.21708130645751955,4.39496766647052
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.22803537178039546,4.183847950548516
grpc,heavy,1.0,0.5,0.25,95.3712558746338,105.2462558746338,0.9061724341836653
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.04813801574707,1.3667119355574428e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0480001335144043,0.0005563084705037
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.21708130645751955,4.39496766647052
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.04813801574707,1.3667119355574428e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.089530532836914,1.8994548419737085
grpc,simple,1.0,0.5,0.25,2.6702880859375e-05,0.0580001602172851,0.0004603932258003
grpc,large,1.0,0.5,0.25,0.9540653228759766,0.21708130645751955,4.39496766647052
grpc,heavy,1.0,0.5,0.25,95.3712558746338,98.66055238246919,0.9666604693729663
grpc,stream,1.0,0.5,0.25,0.0001373291015625,10.05813815307617,1.365353104843757e-05
grpc,file,1.0,0.5,0.25,0.1700592041015625,0.0997005920410156,1.7056990396967973
