herramienta,conexion,endpoint,concurrency,vcpu,memory,volumen,latency,capacidad_procesamiento
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.009814977645874023,0.0027206257439211018
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.009173154830932617,0.0029109811565951917
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.009859323501586914,0.0027083887505138684
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.008697271347045898,0.0030702596014145125
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.009790658950805664,0.002727383416534762
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.010136604309082031,0.002634302380280365
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.014182806015014648,0.001882764301444013
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.016574382781982422,0.0016110935297333066
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.010860919952392578,0.0024586205382622823
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.014022350311279297,0.0019043084979766722
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.014319658279418945,0.0018647708163367243
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.01383209228515625,0.0019305019305019305
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.013159036636352539,0.0020292428387657857
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.01245427131652832,0.0021440741237054193
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.013527393341064453,0.0019739856886037575
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.013683557510375977,0.001951457494816441
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.02803492546081543,34.03131298527899
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.03486943244934082,27.36107977272261
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.02604055404663086,36.63767372873597
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.044205665588378906,21.582421849718465
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.024130582809448242,39.53759966802028
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.03520345687866211,27.10146694298834
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.034879446029663086,27.353224648826004
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.024422168731689453,39.06554464338013
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.03456401824951172,27.602847446403445
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.028305768966674805,33.705684660933436
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.05499863624572754,17.347072364000503
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.05039358139038086,18.93227860677687
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.0341339111328125,27.950659365221277
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.051389455795288086,18.565390664507778
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.04555869102478027,20.94145598601684
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.041105031967163086,23.210426490803737
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.03576016426086426,26.679556500810058
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.04772019386291504,19.992905427348077
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.04149436950683594,22.992645368880716
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.039073944091796875,24.416918871424386
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.8524990081787109,111.8725710642011
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.7712926864624023,123.65118657103044
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.6600911617279053,144.48194644052296
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.6268010139465332,152.15555455813137
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.6908354759216309,138.05205320036694
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.6492235660552979,146.9004836871718
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.7476499080657959,127.56138246758238
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.7036786079406738,135.53240754858135
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.7316064834594727,130.3586805623448
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.6332275867462158,150.61134080511334
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.8786752223968506,108.53982614245118
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.7465875148773193,127.74290217042456
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.7204494476318359,132.37744325868428
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.7300012111663818,130.64533923478214
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.7592206001281738,125.61731841645621
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.6559715270996094,145.3893224547712
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.8856263160705566,107.68791999969848
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.6969208717346191,136.8466058955259
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.6759350299835205,141.09530005710604
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.6532077789306641,146.00447047761986
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.01997685432434082,8.51281194428863
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.018921375274658203,8.987676721856808
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.020439624786376953,8.320074652980287
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.018047094345092773,9.423079463636965
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.018511056900024414,9.186898674669312
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.014998197555541992,11.338642758357576
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.019710302352905273,8.627934825997025
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.019652366638183594,8.65337021400495
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.03286004066467285,5.175258479956467
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.020417451858520508,8.329110080922966
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.010401010513305664,0.0025673352435530085
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.01010441780090332,0.002642693659894764
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.008658409118652344,0.0030840400925212026
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.009334802627563477,0.0028605726253416084
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.008478164672851562,0.0031496062992125984
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.008208036422729492,0.0032532605222645016
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.01012110710144043,0.0026383359638171068
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.0077972412109375,0.003424657534246575
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.008375883102416992,0.0031880675187156643
test_apirest_async,multiple-async,simple,10,0.1,0.125,2.6702880859375e-05,0.008538246154785156,0.003127443315089914
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.010954856872558594,0.002437538086532602
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.012421846389770508,0.002149670831653903
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.015013694763183594,0.0017785682525566918
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.012832880020141602,0.0020808174640037157
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.009066104888916016,0.002945353179403566
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.012581586837768555,0.002122377821151769
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.009107828140258789,0.0029318604225020287
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.01087045669555664,0.002456463569767952
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.01138162612915039,0.0023461393439188905
test_apirest_sync,multiple-sync,simple,10,0.1,0.125,2.6702880859375e-05,0.011387348175048828,0.002344960428792764
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.026268720626831055,36.31944381415696
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.023083925247192383,41.330289916443746
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.027028560638427734,35.29841398655682
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.021783113479614258,43.79839106879002
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.03337430953979492,28.58681830521067
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.029522180557250977,32.316898849182316
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.043122053146362305,22.124765711821393
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.03330421447753906,28.646984708779566
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.0182039737701416,52.40972849789792
test_apirest_async,multiple-async,large,10,0.1,0.125,0.9540653228759766,0.03387093544006348,28.16766972864534
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.04391932487487793,21.723132711944455
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.03975629806518555,23.99784107946027
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.04389476776123047,21.735285810502532
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.03871917724609375,24.64064039408867
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.049814462661743164,19.152376075084835
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.04273223876953125,22.326593465452596
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.055268049240112305,17.262511269956992
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.0357363224029541,26.69735604347217
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.039083003997802734,24.411258738699168
test_apirest_sync,multiple-sync,large,10,0.1,0.125,0.9540653228759766,0.0429074764251709,22.235409825134607
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,1.4144182205200195,67.42790391908976
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.7976181507110596,119.57006719269408
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.7655408382415771,124.58023283734741
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.7980096340179443,119.51140914733523
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.7991673946380615,119.33827194967945
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.7667326927185059,124.3865779825928
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.6397912502288818,149.06620845551615
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.7620995044708252,125.14278688693834
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.7913494110107422,120.5172513527519
test_apirest_async,multiple-async,heavy,10,0.1,0.125,95.37125587463379,0.6779601573944092,140.6738358212262
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.9056377410888672,105.30839379547824
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.7599127292633057,125.50290606013544
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.7711780071258545,123.66957433093579
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.8328433036804199,114.51284467699799
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.8156411647796631,116.92795801986935
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.7415356636047363,128.6131747339261
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.6295616626739502,151.48834741550414
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.6753394603729248,141.2197294409088
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.7824223041534424,121.89230210892651
test_apirest_sync,multiple-sync,heavy,10,0.1,0.125,95.37125587463379,0.7251684665679932,131.51599975933536
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.017667770385742188,9.625391341897874
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.019800424575805664,8.588664523353684
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.018045425415039062,9.423950956558503
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.018719911575317383,9.084402104002955
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.022215843200683594,7.654861558274308
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.017474651336669922,9.731765219526837
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.012370109558105469,13.747590779431038
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.03131294250488281,5.430955716635196
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.013451576232910156,12.642325416518965
test_apirest_sync,multiple-sync,file,10,0.1,0.125,0.1700592041015625,0.020594120025634766,8.25765820000463
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.009874105453491211,0.002704334178437764
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.009189128875732422,0.002905920813657828
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.010155200958251953,0.0026294783302812604
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.007895231246948242,0.003382153102823494
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.00930476188659668,0.002869808081584544
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.006011486053466797,0.004441976679622432
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.009684562683105469,0.00275726243229936
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.009875059127807617,0.002704073009971269
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.007415294647216797,0.003601054594559835
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.002616405487060547,0.010205941315837434
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.010335922241210938,0.002583502491234545
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.010160684585571289,0.0026280592251918247
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.008453130722045898,0.0031589338598223098
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.010221719741821289,0.002612366757633009
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.0062716007232666016,0.004257745675727048
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.008791208267211914,0.003037452878800206
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.004760265350341797,0.005609536211559652
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.008718013763427734,0.0030629546573319477
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.008744955062866211,0.003053518362005507
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.011066436767578125,0.002412961047914512
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.008241891860961914,0.0032398970175590847
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.009434700012207031,0.0028302840392196503
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.008370637893676758,0.00319006522544077
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.008640050888061523,0.0030905930075333203
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.009440183639526367,0.002828639979795429
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.0011069774627685547,0.024122334697393926
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.008116483688354492,0.0032899568193167465
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.0058879852294921875,0.0045351473922902496
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.009513378143310547,0.0028068768482782816
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.008275270462036133,0.0032268287763980523
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.009415864944458008,0.0028359456106145393
test_apirest_async,multiple-async,simple,50,0.1,0.125,2.6702880859375e-05,0.008735418319702148,0.0030568519883184585
